sample.samplingPoint,longitude,latitude,area,subarea
AN-SP92019C,-0.558298,51.895805,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-SP53013L,-1.213891,51.970341,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-SP92180C,-0.554039,51.872726,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TL47020S,0.183635,52.343323,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TA364024,0.056418,53.501179,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA119254,-0.304569,53.71307,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA212149,-0.16801,53.617047,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA060193,-0.396328,53.66029,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA139226,-0.275808,53.687507,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL77015C,0.505781,52.312657,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF394824,0.092716,53.336729,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SK998797,-0.50345,53.30562,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RATPENBH,0.091773,53.320518,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL13130S,-0.382772,52.028128,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TL46221S,0.076903,52.246168,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-MISCTL44,0.039806,52.040722,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-G229459,1.401106,52.773408,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-TA319007,-0.012955,53.486728,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA072220,-0.377002,53.684301,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF043662,-0.439867,53.183472,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL03003S,-0.51269,51.960966,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TF035476,-0.45858,53.016162,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF043453,-0.447196,52.995256,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF051394,-0.436827,52.942375,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00O0306,-0.520908,52.798737,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF063705,-0.407136,53.221874,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-CACKASS1,-0.600205,52.709958,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SHOTHALL,1.376791,52.04261,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-L00O0310,-0.604787,52.734313,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL16060G,-0.360994,52.257835,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-THORNCH,-0.449576,52.585318,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF221621,-0.173129,53.139188,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF565644,0.341624,53.154487,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-IWS,0.218177,52.870129,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-9
AN-OWS,0.289963,52.935301,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-9
AN-TF127431,-0.322269,52.973789,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL39004G,0.041605,52.497917,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TF71096C,0.584386,52.706262,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-SK996455,-0.515935,52.998165,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL23140C,-0.174896,52.040935,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL79080C,0.57051,52.545605,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TF61058S,0.513452,52.703291,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-TL88083C,0.72984,52.408137,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-WEN250,1.258888,52.638365,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-WAIB3,0.021512,53.500552,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00C0102,-0.247408,52.783801,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL02139C,-0.416505,51.953345,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-L00S0023,-0.221168,52.761456,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0932,-0.375799,53.029651,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-70321019,0.824958,51.874065,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-M
AN-RSN0206,-0.84931,52.604809,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0901,0.038837,52.848664,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0917,1.367795,52.493546,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-RSN0913,0.957929,52.00176,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-RSN0960,0.249237,53.201169,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0222,-0.640092,52.569544,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF008614,-0.494946,53.140535,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF024498,-0.473648,53.035684,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF061697,-0.412552,53.214359,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF074699,-0.392778,53.215299,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA194071,-0.198138,53.547188,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA172089,-0.229584,53.563704,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF332959,0.004336,53.443278,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF339919,0.011836,53.407623,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF572680,0.351836,53.18615,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00O0504,-0.453606,52.660334,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00O0511,-0.450759,52.770889,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SE967180,-0.537557,53.650242,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF428810,0.141861,53.307312,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-L00O0502,-0.447992,52.688581,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-MD0202,0.29941,51.499885,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-M
AN-L00S0608,-0.227612,52.891016,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF028782,-0.459202,53.291546,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF105584,-0.350401,53.11174,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF018696,-0.476301,53.214059,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF098381,-0.36665,52.929933,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SK960985,-0.554322,53.475284,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SK972987,-0.536388,53.476279,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SK999894,-0.498834,53.39267,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SE961030,-0.551778,53.515489,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-SK968926,-0.545149,53.421884,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF454819,0.18181,53.314796,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF349891,0.026793,53.381712,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF522765,0.28091,53.264383,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF290783,-0.069125,53.287513,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TA247112,-0.117848,53.585704,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TL27064G,-0.137343,52.338578,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-TA240062,-0.130555,53.538087,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN0145,0.599811,51.890392,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-M
AN-RSN1912,-0.063935,53.256961,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-NENE550W,-0.414965,52.579088,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF80243D,0.723838,52.587982,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-O
AN-UPT010,1.53311,52.665574,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-WICKHMSG,0.647535,51.773261,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-M
AN-BUR300,1.415867,52.698695,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-SE947187,-0.567636,53.656475,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-WITHM,-0.114901,53.01023,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN1552,0.141122,53.39117,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-THR030A,1.580601,52.739699,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-RSN1900,-0.300908,53.241857,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-TF118352,-0.33901,52.903415,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN1852,-0.671754,53.113188,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C
AN-RSN1785,0.167603,52.584206,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-1,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-1-S
AN-GIP210,1.133412,52.059871,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
AN-NACTONSP,1.251967,52.012306,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H
